quoteID;quotation;speaker;date;numOccurrences
2020-03-25-045891;More than 3,000 rooms of hotels, school buildings, dormitories and other public buildings across the country have been arranged to receive COVID-19 patients. In Phnom Penh, there are four places ready for COVID-19 patients, including Khmer-Soviet Friendship Hospital, Chak Angre Health Centre, Preah Ket Mealea military Hospital, and Great Duke Hotel. The Premier underlined that all patients, regardless of their nationalities, tested positive for COVID-19 in Cambodia have free of charge access to treatment. According to the Prime Minister, Cambodia has over 20,000 health practitioners, of them more than 2,000 have been ready to combat the COVID-19 pandemic. He added that the Royal Government's recruitment of volunteer health practitioners this time is part of a commitment to combat the COVID-19 pandemic in the Kingdom. As of this morning, Cambodia has recorded 93 confirmed cases of COVID-19, of them six have recovered -- four Cambodians from 41 to 61 years old, a 60-year-old Chinese tourist, and a 65-year-old British tourist. 60 SHARES Share on Facebook Tweet Follow us Share Share Share Share Share Related Posts Or Vandine, Health Ministry spokeswoman speaks during a press conference earlier. KT / Siv Channa March 21, 2020 All COVID-19 patients in Kingdom doing well: Ministry Cambodian men praying at Al-Serkal Mosque in Phnom Penh. KT / Chor Sokunthea March 17, 2020 COVID-19 cases double to 24 A staff checks the nucleic acid test kit at the plant of Luoyang Ascend Biotechnology Co., Ltd in Luoyang, central China's Henan Province. Xinhua March 18, 2020 COVID-19: China medical supplies for Cambodia arrive Health Ministry officials take bio samples of people suspected of COVID-19 infection. Fresh News March 23, 2020 Cases of coronavirus surge to 86 in Cambodia Tags: coronavirus, COVID-19 in Cambodia Next Article Star Vegas casino operations suspended following closure of Thailand-Cambodia border due to COVID-19 Popular in National Khmer Times App Khmer Times is now available on iPhone and Android. Download the app and keep up with real time news from Cambodia and the world. Join our Mailing List! Sign up for the Khmer Times Daily News Digest email, exclusive offers and more! Please leave this field empty Email * Check your inbox or spam folder to confirm your subscription. 1 2 3 4 5 Good Times2 Coronavirus has killed the so-called `entitled millennial' Even if the restrictions last only a month as planned, the effects will linger in the economy for years. Ride of a lifetime The human body is amazing. If we don't step out of our comfort zone, we will never know the limits of its endurance,;Hun Sen;2020-03-25 04:40:52;1
2020-01-30-064090;more than previously, including platform changes from `mobile operating systems and browser providers such as Apple and Google. ';Daniel Salmon;2020-01-30 18:15:09;1
2020-01-22-000807;A 2019 forensic analysis of Mr. Bezos' iPhone that assessed with `medium to high confidence' that his phone was infiltrated on 1 May 2018 via an MP4 video file sent from a WhatsApp account utilized personally by Mohammed bin Salman,;None;2020-01-22 00:00:00;3
2020-03-11-037034;It's all still relatively new. My eldest child has an iPad which she uses for a few games. It has a chi8ld-friendly internet surface called Mobicip (a free parental control for phones, tablets and computers) which is brilliant so she cannot google anything that's going to upset her when she's not with us which is important. We let her play at weekends only.;Amanda Holden;2020-03-11 17:38:44;1
2020-01-08-006284;Apple TV + `Mythic Quest' Star Rob McElhenney Calls Apple `Really Helpful' in Creative Process;None;2020-01-08 23:39:36;1
2020-01-06-035666;It is now 1984. It appears that IBM wants it all. Apple is perceived to be the only hope to offer IBM a run for its money. Dealers, after initially welcoming IBM with open arms, now fear an IBM-dominated and-controlled future and are turning back to Apple as the only force who can ensure their future freedom. IBM wants it all, and is aiming its guns at its last obstacle to industry control, Apple. Will Big Blue dominate the entire computer industry? The entire information age? Was George Orwell right?;Steve Jobs;2020-01-06 00:00:00;1
2020-03-18-005287;Apple users can also use FaceTime.;Kate Bevan;2020-03-18 00:00:00;11
2020-01-17-090793;This port standard is already used on the iPad Pro and all of the MacBook products,;Ben Wood;2020-01-17 14:54:40;3
2020-01-14-065759;So far, Apple has not given us any substantive assistance. This situation perfectly illustrates why it is critical that investigators be able to get access to digital evidence once they have obtained a court order based on probable cause.;William Barr;2020-01-14 09:15:00;1
2020-02-09-056945;When I received the script I thought there is something right about this. It's been my respite of an evening with my iPad going through the script, developing these voices, developing these characters. It's helped so much.;Paul Black;2020-02-09 13:16:37;1
2020-03-24-071567;Think of smells that remind you of happy times and re-create them at home: Bake an apple pie or chocolate chip cookies, and get your kids to help you,;Esther Sternberg;2020-03-24 07:00:00;1
2020-03-27-064968;We are thrilled to be part of Apple TV channels and look forward to delivering our ad-free, kidsafe and interactive channel to Apple customers around the world.;Nick Walters;2020-03-27 13:11:58;1
2020-04-15-030338;iPhone SE features the industry-leading performance of A13 Bionic that enables great battery life, takes stunning Portrait mode and Smart HDR photos, shoots amazing videos with stereo audio, is great for games and super fast web surfing, and is built with the same industry-leading security features our customers expect. We can't wait to get iPhone SE into customers' hands.;Phil Schiller;2020-04-15 00:00:00;14
2020-03-23-040486;Michael Jackson uses iPhone in heaven to tweet about coronavirus. Just stop it before I pee.;None;2020-03-23 13:32:53;1
2020-02-22-031530;The iPad worked really, really well and much better than anything I would have experienced after Iowa,;John Andrews;2020-02-22 23:41:00;1
2020-03-19-005436;Apple Pledges Substantial Donation With Medical Supplies to Italy's First Responders and Medical Personnel;None;2020-03-19 16:58:03;1
2020-01-29-052767;It reported a monster top and bottom line beat, fueled by phenomenal iPhone and AirPod sales, along with continued growth from their service revenue stream.;Jim Cramer;2020-01-29 00:24:15;2
2020-01-22-103170;We are helping Apple all of the time on TRADE and so many other issues, and yet they refuse to unlock phones used by killers, drugs dealers and other violent criminal elements,;Donald Trump;2020-01-22 05:00:00;1
2020-02-06-115792;We have to be ready for that mentality that they're going to come with and try to upset the apple cart.;None;2020-02-06 13:47:00;2
2020-01-23-007953;As our managed service business continues to grow, John will play an integral role in driving our Facebook, Google and Apple UA media buying strategy for years to come.;Brian Bowman;2020-01-23 16:15:00;1
2020-01-15-067429;`Ready For More' is the bad apple of the EP,;None;2020-01-15 19:43:35;1
2020-04-13-064353;While our antitrust laws languish, dominant manufacturers have seized the opportunity to exert control over consumers by restricting repair. Corporate manufacturers force consumers to use only the manufacturers' authorized repair services by withholding critical tools, guides, and parts. By restricting these aftermarkets, dominant manufacturers destroy opportunities for independent repair businesses. This reduces choice for consumers and degrades community and supply chain resilience, all in an effort to maximize revenue and eliminate competition in aftermarkets. Giant corporations such as Apple and John Deere are looting the pockets of everyday Americans -- and the most sinister thing about it is that most people don't even realize it's happening,;Daniel Hanley;2020-04-13 04:00:00;1
2020-01-28-115584;You're not going to get there with apples and pears and shellfish,;Sonny Perdue;2020-01-28 00:21:17;1
2020-02-11-006262;And this launch represents a unique opportunity: Huawei is on the back foot as it doesn't have access to Google's suite of apps, and Apple currently doesn't have a 5G-capable iPhone.;Ben Wood;2020-02-11 19:52:06;1
2020-02-19-008710;Baseball is America's game. It is as American as apple pie. And it is not just a game.;None;2020-02-19 18:43:13;2
2020-02-05-015818;currently engaged with Apple hoping to see if we can get better help from them so we can get access to that phone.;Christopher Wray;2020-02-05 18:59:26;9
2020-02-23-036555;Today, Nigeria is the biggest economy in Africa, followed by South Africa and Egypt. If you combine these countries, their Gross Domestic Product is not up to Apple, an international technology company. So Apple is actually worth more than these three African giants. That is what knowledge can do.;Peter Obi;2020-02-23 00:00:00;2
2020-03-24-070302;They can look at playbooks and iPads that have stuff on them but at some point we will be able to do group meetings with them (like having meetings before practice with position coaches).;Lane Kiffin;2020-03-24 22:45:41;1
2020-01-20-074219;We are excited to be part of the #WashingtonAppleKuchhKhaasHai campaign. After being convinced that Washington Apples are grown in highly suitable conditions and are packed and shipped with great care and know how that results in best quality and a safe product, it was an easy choice to make. Healthy snacking is a challenge for most and Washington Apples fits perfectly as an anytime snack.;Disha Patani;2020-01-20 11:39:49;2
2020-03-23-013301;European market preferences are leaning towards imports of high-quality, organic products. We are currently applying for the relevant certifications for our organic apple plantation. In the future we hope to be able to expand our export market and bring unique agricultural products from Gansu to an even greater number of customers in overseas markets.;Liu Yibing;2020-03-23 13:01:00;1
2020-01-27-015185;ended Friday as the No. 1 free iPhone app on the U.S. App Store and is still in the top spot,;None;2020-01-27 07:23:20;15
2020-01-15-044882;iPhone doesn't have a good notification system for example, and there's no easy word-of-mouth to share games with your friends or invite them to play on the iPhone,;Mark Pincus;2020-01-15 10:30:00;1
2020-04-03-049651;So much of the businesses, particularly in northern California, are the tech businesses. And companies like Google and Apple and Salesforce and others told their employees to work from home as early as March 5,;None;2020-04-03 23:13:57;15
2020-04-10-042777;The model for care now is tons of prenatal support and tons of postpartum support and being on call to contact for strategy and advice during labor, but not necessarily having your doula's face on an iPad for 12 hours.;Domino Kirke;2020-04-10 06:07:00;1
2020-02-22-028081;So Apple is actually worth more than these three African giants. That is what knowledge can do.;Peter Obi;2020-02-22 17:39:21;3
2020-04-13-048452;The worst case scenario's been taken off the table, and if Apple and Google can do contact tracing that we all embrace... while we continue to roll out more testing, the economy could reopen a lot sooner than we thought even, say, three weeks ago.;Jim Cramer;2020-04-13 23:27:42;3
2020-03-16-015830;France's Competition Regulator is set to Fine Apple heavily on Monday for its anticompetitive behavior.;None;2020-03-16 12:02:19;1
2020-03-12-005225;Apple TV +'s Visible: Out on Television;None;2020-03-12 00:00:21;1
2020-03-17-067274;These aren't apples to apples in any respect and I regret China's decision today to further foreclose the world's ability to conduct the free press operations, frankly, that would be really good for the Chinese people, really good for the Chinese people in these incredibly challenging global times where more information, more transparency are what will save lives,;Mike Pompeo;2020-03-17 19:13:54;4
2020-01-21-006272;Apple was convinced. Outside of that public spat over San Bernardino, Apple gets along with the federal government.;Tim Cook;2020-01-21 20:13:00;1
2020-02-24-043603;One of the great things about Apple culture is it's very analytical,;Chris Lattner;2020-02-24 00:00:00;1
2020-04-15-054305;The iPad Gets Full Trackpad and Mouse Support,;None;2020-04-15 16:17:04;1
2020-03-02-004667;Apple is dedicated to ensuring that everyone in our supply chain is treated with the dignity and respect they deserve. We have not seen this report but we work closely with all our suppliers to ensure our high standards are upheld.;None;2020-03-02 00:00:00;7
2020-01-21-004171;Amazon, Google, and Apple completely dismantle the healthcare industry as we know it,;Amy Webb;2020-01-21 00:00:00;1
2020-03-23-040485;Michael Jackson uses iPhone in heaven to tweet about Corona virus;None;2020-03-23 20:08:20;1
2020-02-14-004526;an Apple executive's phone.;William Burns;2020-02-14 00:00:00;12
2020-03-11-024848;I put my phone in the bathroom at night. My kids don't have phones, but I make sure that all the devices in the house -- iPads and computers -- have the Night Shift (it reduces blue light) on 24 hours a day. And we definitely have time limits (on devices),;Kourtney Kardashian;2020-03-11 13:30:22;1
2020-02-29-026221;Not long after Mr. Volach's team unveiled BlueMail's innovative anonymous communication options, Apple took Mr. Volach's pioneering ideas -- without permission, payment, or credit -- and used those ideas in Apple's own products.;None;2020-02-29 16:33:07;1
2020-02-19-083753;There's 80% of the people that want to recycle. And it's the bad apples (who) literally closed the door,;Jim Stanek;2020-02-19 00:00:00;1
2020-01-15-112484;Who do [ Apple ] think they are? They have to open it up,;President Trump;2020-01-15 16:13:05;1
2020-01-02-027587;I'm out my friend. See you later in 2020, maybe 2021, though 2024 is looking good. It's not you, nor me, nor any of us, it's just that a true, flesh and blood adventure just called and I answered, but it's kinda hard to be in the moment with an iPhone in my hand. George Berkeley asked -- `If a tree falls in a forest and no one is around to hear it, does it make a sound?' Well I'm curious to discover - `if a life changing moment happens, and you didn't post it on insta, was it truly life changing?' There's only one way to find out... I've removed myself from Instagram. I'm realising that there is a big difference between watching, and really seeing... just as there is a wide divide between hearing and truly listening. I'm gon na invest my time in doing more of both of the latter. Just as I'm going to focus my energy explicitly on those I love, those who need my love, and in telling stories for those who need a voice. You can still find me at 9Honey each week and I'll be back on your screens both big and small from March next year. Until then, I'd you want to hear me wax lyrical about the world: it's many woes and myriad wonders, you will have to come find me... Happy 2020! May the new year delivers all your heart desires. Mads.;Madeleine West;2020-01-02 22:19:22;1
2020-04-15-053432;"The first iPhone SE was a hit with many customers who loved its unique combination of small size, high-end performance, and affordable price; the new second-generation iPhone SE builds on that great idea and improves on it in every way -- including our best-ever, single-camera system for great photos and videos -- while still being very affordable,";Phil Schiller;2020-04-15 14:14:00;13
2020-02-20-057800;RIP Larry Tesler, who, among other things, gave us copy-and-paste, modeless interfaces, and, in part, the Apple Lisa and Newton.;Larry Tesler;2020-02-20 18:16:00;1
2020-01-29-086871;the exceptional demand for the iPhone 11, iPhone 11 Pro, and iPhone 11 Pro Max.;Tim Cook;2020-01-29 03:23:15;4
2020-01-14-094438;We have asked Apple for their help in unlocking the shooter's iPhones. So far Apple has not given us any substantive assistance. This situation perfectly illustrates why it is critical that investigators be able to get access to digital evidence once they have obtained a court order based on probable cause. We call on Apple and other technology companies to help us find a solution so that we can better protect the lives of Americans and prevent future attacks.;William Barr;2020-01-14 00:00:00;2
2020-02-29-018195;I'm really excited about developing material with Apple over the next few years,;Julia Louis-Dreyfus;2020-02-29 15:59:33;19
2020-04-07-053262;there is no U1 chip in the new iPad Pro.;John Gruber;2020-04-07 04:33:00;1
2020-01-13-053714;Over the Christmas holidays we had friends staying with us and all the kids were spending a lot of time on iPads and phones,;None;2020-01-13 06:00:00;1
2020-01-31-059082;key to keeping Apple competitive in the cellphone market.;None;2020-01-31 07:38:02;1
2020-02-12-047160;In addition, prior to setting the third fire at Mount Pleasant Baptist Church, Matthews used the internet, a facility of interstate commerce, to disclose to fellow black metal enthusiasts that he had burned the other two churches, including by posting photographs and videos on Facebook that Matthews had taken in real time using his iPhone as those churches burned,;None;2020-02-12 21:32:15;119
2020-01-26-022676;In the fourth quarter services and accessories generated $12.5 bn and $6.5 bn respectively, so investors will be looking for this particular area to continue to show decent growth in the months ahead as consumers keep their existing iPhones longer.;None;2020-01-26 14:38:36;1
2020-01-15-056131;Looking out 12-24 months on how iPhone will evolve, I think that micro-transactions and virtual goods will definitely be a part of it,;Mark Pincus;2020-01-15 10:30:00;1
2020-02-04-086138;The success of OSF's Arctic apple is ground-breaking for the produce industry and for bioengineering science,;Randal J. Kirk;2020-02-04 14:01:36;15
2020-01-20-033480;Ireland has been a second home for Apple for forty years and this honor is even more special for us because it recognizes the contributions of our incredible team here who work tirelessly to serve our customers around the country, and around the world. I believe deeply that our most important work together is still ahead of us, and I'm grateful to the people of Ireland for their commitment to openness, to innovation and to the cooperation that will make possible the next generation of world-changing ideas.;Tim Cook;2020-01-20 15:01:35;5
2020-01-22-088615;The two experts -- who were appointed by the Human Rights Council -- recently became aware of a 2019 forensic analysis of Mr. Bezos' iPhone that assessed with `medium to high confidence' that his phone was infiltrated on 1 May 2018,;None;2020-01-22 22:40:32;1
2020-03-28-032025;This is the time to control the spread of diseases like San Jose scale which kills an apple tree in just two years. Pesticides are not available in the market due to the lockdown, and the movement of tractors is restricted. The trees require regular pruning and grafting. If the situation does not normalise normal soon, we may lose early apple crop too,;None;2020-03-28 21:10:00;1
2020-03-28-032808;To help you stay informed, understand symptoms and take proper steps to protect your health, Apple has created a COVID-19 website and a US app in partnership with the CDC,;Tim Cook;2020-03-28 06:45:35;3
2020-04-09-071648;We're not looking to rock the boat, or upset the apple cart, or whatever the expression might be. We want to have a good working relationship, but we'd like to have a little bit more representation where the voters have direct interaction with those MIDA board representatives.;None;2020-04-09 00:00:00;1
2020-01-06-007559;Before that I'm having silicone breast implants. I'll be able to wear dresses that show my cleavage and look sexy. I'm very excited. After that, I'm having face feminization surgery. It will be an incision at the top of my scalp, and through that the doctor will reshape my forehead, give me an eye lift, lip lift and middle face lift. I'm having my Adam's apple removed, my jawline shaved and my chin modified.;Rodrigo Alves;2020-01-06 20:47:06;1
2020-01-17-110390;Without Taiwan there is no Apple and no HiSilicon [ the chip subsidiary of Chinese giant Huawei ],;Mehdi Hosseini;2020-01-17 11:00:00;1
2020-03-04-004867;Arguably, the discovery respecting the constitutionality of the seizure and search of the phone might have a bearing on a criminal prosecution of plaintiff by the state if one is ever initiated. The same is not true of plaintiff's allegations relating to the `frat-house' antics in which defendants engaged after her iPhone was seized, searched and the private images on it found.;None;2020-03-04 04:15:56;1
2020-01-08-071371;The fires have impacted a wide variety of agricultural enterprises in NSW, from oyster sheds on the South Coast to apple orchards in Batlow and Bilpin and honey producers,;James Jackson;2020-01-08 04:00:00;6
2020-02-09-049960;used the Apple smartphone's photo app to adjust the color [ sic ] of the picture.;None;2020-02-09 04:46:11;2
2020-02-09-007595;Developing exclusive, high-quality apple varieties has been a big focus for Bostock New Zealand over recent years. Our Asian customers are really excited about the oncoming new varieties we have,;John Bostock;2020-02-09 23:25:34;1
2020-04-10-050535;To their credit, Apple and Google have announced an approach that appears to mitigate the worst privacy and centralization risks,;Jennifer Granick;2020-04-10 00:00:00;13
